Time,Accel,Brake,Car_Speed,Car_AutoSpeed,Car_AutoStatus,Bike_A_Status,Bike_B_Status,Bike_C_Status,Bike_D_Status,Bike_Distance,Vibrate_Status,BPM
1.2626,0.0000,0.0000,0.0007,0.0000,False,False,False,False,False,0.0000,False,True
1.2955,0.0000,0.0000,0.0005,0.0000,False,False,False,False,False,0.0000,False,True
1.3279,0.0000,0.0000,0.0002,0.0000,False,False,False,False,False,0.0000,False,True
1.3598,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.3945,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.4275,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.4594,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.4908,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.5220,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.5522,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.5847,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.6177,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.6497,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
1.6822,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.7129,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.7421,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.7757,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.8079,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.8387,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.8690,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.9011,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.9307,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.9666,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
1.9980,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.0303,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.0637,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.0970,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.1336,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.1702,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.2008,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.2309,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.2637,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.2964,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.3295,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.3614,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
2.3966,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.4290,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.4630,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.4960,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.5283,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.5653,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.6006,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.6383,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.6712,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.7014,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.7310,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.7660,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.7998,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.8317,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.8640,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.8982,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.9301,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
2.9628,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.0016,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.0325,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.0625,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.0964,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.1352,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.1683,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.2024,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.2329,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.2647,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.2986,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.3308,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.3680,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.4002,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.4320,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.4636,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.4962,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.5284,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.5618,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.5996,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.6378,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.6701,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.7012,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.7320,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.7664,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.8048,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.8351,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.8642,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.8972,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.9301,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
3.9631,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.0049,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.0360,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.0662,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.0991,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.1373,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.1728,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.2126,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.2459,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.2792,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.3124,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.3466,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.3805,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.4115,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.4493,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.4817,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.5147,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.5490,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.5855,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.6231,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.6715,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.7209,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.7647,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.8042,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.8432,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.8801,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.9148,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.9517,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
4.9845,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.0236,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.0646,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.1063,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.1477,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.1910,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.2276,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.2640,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.2995,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.3328,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.3662,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.4017,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.4323,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.4664,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.5029,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.5363,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.5716,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.6108,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.6493,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.6821,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.7165,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.7520,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.7856,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.8240,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.8610,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.8989,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.9348,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
5.9752,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.0137,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.0534,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.0902,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.1296,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.1690,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.2128,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.2483,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.2917,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.3326,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.3694,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.4089,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.4483,0.0000,0.0000,0.0001,0.0000,False,False,False,False,False,0.0000,False,True
6.4852,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.5286,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.5699,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.6095,0.0000,0.0000,0.0000,0.0000,False,False,False,False,False,0.0000,False,True
6.6493,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,0.0000,False,True
6.6844,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,115.1459,False,True
6.7189,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,114.0746,False,True
6.7530,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,113.0236,False,True
6.7924,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,111.9856,False,True
6.8306,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,110.7816,False,True
6.8644,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,109.6181,False,True
6.8973,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,108.5865,False,True
6.9312,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,107.5841,False,True
6.9650,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,106.5512,False,True
7.0054,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,105.5221,False,True
7.0415,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,104.2887,False,True
7.0772,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,103.1881,False,True
7.1127,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,102.1017,False,True
7.1503,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,101.0200,False,True
7.1870,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,99.8736,False,True
7.2282,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,98.7541,False,True
7.2655,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,97.5178,False,True
7.2978,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,96.4170,False,True
7.3306,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,95.4761,False,True
7.3664,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,94.5311,False,True
7.4042,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,93.5118,False,True
7.4399,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,92.4521,False,True
7.4751,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,91.4634,False,True
7.5103,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,90.4986,False,True
7.5461,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,89.5469,False,True
7.5832,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,88.5882,False,True
7.6173,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,87.6059,False,True
7.6599,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,86.7106,False,True
7.6998,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,85.6065,False,True
7.7366,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,84.5843,False,True
7.7779,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,83.6536,False,True
7.8127,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,82.6159,False,True
7.8534,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,81.7503,False,True
7.8928,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,80.7488,False,True
7.9331,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,79.7882,False,True
7.9687,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,78.8132,False,True
8.0057,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,77.9616,False,True
8.0433,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,77.0819,False,True
8.0787,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,76.1947,False,True
8.1200,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,75.3655,False,True
8.1554,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,74.4066,False,True
8.1970,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,73.5898,False,True
8.2327,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,72.6368,False,True
8.2708,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,71.8242,False,True
8.3043,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,70.9620,False,True
8.3442,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,70.2099,False,True
8.3794,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,69.3170,False,True
8.4140,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,68.5345,False,True
8.4512,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,67.7692,False,True
8.4874,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,66.9500,False,True
8.5225,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,66.1597,False,True
8.5663,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,65.3949,False,True
8.5983,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,64.4453,False,True
8.6330,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,63.7536,False,True
8.6717,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,63.0093,False,True
8.7057,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,62.1806,False,True
8.7407,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,61.4561,False,True
8.7816,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,60.7134,False,True
8.8164,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,59.8477,False,True
8.8522,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,59.1152,False,True
8.8902,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,58.3637,False,True
8.9255,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,57.5690,False,True
8.9608,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,56.8330,False,True
8.9959,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,56.0989,False,True
9.0351,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,55.3714,False,True
9.0728,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,54.5617,False,True
9.1101,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,53.7862,False,True
9.1470,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,53.0205,False,True
9.1831,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,52.2641,False,True
9.2192,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,51.5268,False,True
9.2557,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,50.7913,False,True
9.2997,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,50.0493,False,True
9.3382,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,49.1563,False,True
9.3779,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,48.3764,False,True
9.4116,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,47.5725,False,True
9.4483,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,46.8924,False,True
9.4833,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,46.1534,False,True
9.5216,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,45.4503,False,True
9.5573,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,44.6798,False,True
9.5920,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,43.9648,False,True
9.6271,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,43.2715,False,True
9.6668,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,42.5716,False,True
9.7017,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,41.7797,False,True
9.7476,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,41.0857,False,True
9.7809,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,40.1740,False,True
9.8181,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,39.5132,False,True
9.8522,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,38.7765,False,True
9.8865,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,38.1038,False,True
9.9212,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,37.4267,False,True
9.9643,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,36.7424,False,True
9.9982,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,35.8945,False,True
10.0346,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,35.2284,False,True
10.0691,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,34.5140,False,True
10.1042,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,33.8401,False,True
10.1397,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,33.1539,False,True
10.1822,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,32.4637,False,True
10.2168,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,31.6380,False,True
10.2580,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,30.9681,False,True
10.2966,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,30.1704,False,True
10.3349,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,29.4250,False,True
10.3772,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,28.6889,False,True
10.4175,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,27.8745,False,True
10.4560,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,27.1013,False,True
10.4967,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,26.3641,False,True
10.5317,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,25.5866,False,True
10.5742,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,24.9179,False,True
10.6155,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,24.1093,False,True
10.6587,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,23.3225,False,True
10.7032,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,22.5029,False,True
10.7459,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,21.6607,False,True
10.7860,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,20.8551,False,True
10.8263,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,20.1017,False,True
10.8695,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,19.3457,False,True
10.9122,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,18.5388,False,True
10.9548,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,17.7465,False,True
10.9939,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,16.9632,False,True
11.0332,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,16.2460,False,True
11.0730,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,15.5302,False,True
11.1167,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,14.8058,False,True
11.1579,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,14.0146,False,True
11.2040,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,13.2710,False,True
11.2482,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,12.4407,False,True
11.2921,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,11.6463,False,True
11.3326,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,10.8592,False,True
11.3775,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,10.1358,False,True
11.4231,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,9.3351,False,True
11.4646,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,8.5248,False,True
11.5041,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,7.7899,False,True
11.5514,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,7.0930,False,True
11.5899,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,6.2616,False,True
11.6396,0.0000,0.0000,0.0001,0.0000,False,True,False,False,False,5.5865,False,True
11.6798,0.0000,0.0000,0.0000,0.0000,False,True,False,False,False,4.7204,False,True
