Time,Accel,Brake,Car_Speed,Car_Status,Bike_Status,Bike_Distance
0.0200,0.0000,0.0000,0.0000,False,False,0.0000
0.0400,0.0000,0.0000,0.0000,False,False,0.0000
0.3733,0.0000,0.0000,0.0000,False,False,0.0000
0.4364,0.0000,0.0000,0.0000,False,False,0.0000
0.4883,0.0000,0.0000,0.0000,False,False,0.0000
0.5070,0.0000,0.0000,0.0000,False,False,0.0000
0.5224,0.0000,0.0000,0.0000,False,False,0.0000
0.5399,0.0000,0.0000,0.0000,False,False,0.0000
0.5553,0.0000,0.0000,0.0000,False,False,0.0000
0.6037,0.0000,0.0000,0.0000,False,False,0.0000
0.6515,0.0000,0.0000,0.0000,False,False,0.0000
0.6668,0.0000,0.0000,0.0000,False,False,0.0000
0.6815,0.0000,0.0000,0.0000,False,False,0.0000
0.6966,0.0000,0.0000,0.0000,False,False,0.0000
0.7196,0.0000,0.0000,0.0000,False,False,0.0000
0.7411,0.0000,0.0000,0.0000,False,False,0.0000
0.7611,1.0000,0.0000,0.0000,False,False,0.0000
0.7770,1.0000,0.0000,0.0000,False,False,0.0000
0.7911,1.0000,0.0000,0.0000,False,False,0.0000
0.8176,1.0000,0.0000,0.0000,False,False,0.0000
0.8339,1.0000,0.0000,0.0000,False,False,0.0000
0.8483,1.0000,0.0000,0.0000,False,False,0.0000
0.8627,1.0000,0.0000,0.0000,False,False,0.0000
0.8779,1.0000,0.0000,0.0000,False,False,0.0000
0.8922,0.0000,0.0000,0.0000,False,False,0.0000
0.9145,0.0000,0.0000,0.0000,False,False,0.0000
0.9287,0.0000,0.0000,0.0000,False,False,0.0000
0.9432,0.0000,0.0000,0.0000,False,False,0.0000
0.9575,0.0000,0.0000,0.0000,False,False,0.0000
0.9790,0.0000,0.0000,0.0000,False,False,0.0000
0.9934,0.0000,0.0000,0.0000,False,False,0.0000
1.0076,0.0000,0.0000,0.0000,False,False,0.0000
1.0304,0.0000,0.0000,0.0000,False,False,0.0000
1.0447,0.0000,0.0000,0.0000,False,False,0.0000
1.0591,0.0000,0.0000,0.0000,False,False,0.0000
1.0808,0.0000,0.0000,0.0000,False,False,0.0000
1.0956,0.0000,0.0000,0.0000,False,False,0.0000
1.1093,0.0000,0.0000,0.0000,False,False,0.0000
1.1237,0.0000,0.0000,0.0000,False,False,0.0000
1.1462,0.0000,0.0000,0.0000,False,False,0.0000
1.1607,0.0000,0.0000,0.0000,False,False,0.0000
1.1750,0.0000,0.0000,0.0000,False,False,0.0000
1.1965,0.0000,0.0000,0.0000,False,False,0.0000
1.2109,0.0000,0.0000,0.0000,False,False,0.0000
1.2253,0.0000,0.0000,0.0000,False,False,0.0000
1.2479,0.0000,0.0000,0.0000,False,False,0.0000
1.2627,0.0000,0.0000,0.0000,False,False,0.0000
1.2776,0.0000,0.0000,0.0000,False,False,0.0000
1.2912,1.0000,0.0000,0.0000,False,False,0.0000
1.3135,1.0000,0.0000,0.0000,False,False,0.0000
1.3278,1.0000,0.0000,0.0000,False,False,0.0000
1.3422,1.0000,0.0000,0.0000,False,False,0.0000
1.3644,1.0000,0.0000,0.0000,False,False,0.0000
1.3787,1.0000,0.0000,0.0000,False,False,0.0000
1.3923,1.0000,0.0000,0.0000,False,False,0.0000
1.4146,1.0000,0.0000,0.0000,False,False,0.0000
1.4290,1.0000,0.0000,0.0000,False,False,0.0000
1.4434,1.0000,0.0000,0.0000,False,False,0.0000
1.4578,1.0000,0.0000,0.0000,False,False,0.0000
1.4792,1.0000,0.0000,0.0000,False,False,0.0000
1.4937,1.0000,0.0000,0.0000,False,False,0.0000
