Time,Accel,Brake,Car_Speed,Car_Status,Bike_Status,Bike_Distance
0.0200,0.0000,0.0000,0.0000,False,False,0.0000
0.0400,0.0000,0.0000,0.0000,False,False,0.0000
0.3733,0.0000,0.0000,0.0000,False,False,0.0000
0.4454,0.0000,0.0000,0.0000,False,False,0.0000
0.4676,0.0000,0.0000,0.0000,False,False,0.0000
0.5023,0.0000,0.0000,0.0000,False,False,0.0000
0.5183,0.0000,0.0000,0.0000,False,False,0.0000
0.5346,0.0000,0.0000,0.0000,False,False,0.0000
0.5659,0.0000,0.0000,0.0000,False,False,0.0000
0.6066,0.0000,0.0000,0.0000,False,False,0.0000
0.6525,0.0000,0.0000,0.0000,False,False,0.0000
0.6987,0.0000,0.0000,0.0000,False,False,0.0000
0.7195,0.0000,0.0000,0.0000,False,False,0.0000
0.7349,0.0000,0.0000,0.0000,False,False,0.0000
0.7494,0.0000,0.0000,0.0000,False,False,0.0000
0.7707,0.0000,0.0000,0.0000,False,False,0.0000
0.7902,1.0000,0.0000,0.0000,False,False,0.0000
0.8055,1.0000,0.0000,0.0000,False,False,0.0000
0.8296,1.0000,0.0000,0.0000,False,False,0.0000
0.8442,1.0000,0.0000,0.0000,False,False,0.0000
0.8645,1.0000,0.0000,0.0000,False,False,0.0000
0.8789,1.0000,0.0000,0.0000,False,False,0.0000
0.9005,1.0000,0.0000,0.0000,False,False,0.0000
0.9156,1.0000,0.0000,0.0000,False,False,0.0000
0.9293,1.0000,0.0000,0.0000,False,False,0.0000
0.9439,1.0000,0.0000,0.0000,False,False,0.0000
0.9663,1.0000,0.0000,0.0000,False,False,0.0000
0.9807,1.0000,0.0000,0.0000,False,False,0.0000
0.9952,1.0000,0.0000,0.0000,False,False,0.0000
1.0167,1.0000,0.0000,0.0000,False,False,0.0000
1.0312,1.0000,0.0000,0.0000,False,False,0.0000
1.0455,1.0000,0.0000,0.0000,False,False,0.0000
1.0601,1.0000,0.0000,0.0000,False,False,0.0000
1.0825,1.0000,0.0000,0.0000,False,False,0.0000
1.0968,1.0000,0.0000,0.0000,False,False,0.0000
1.1104,1.0000,0.0000,0.0000,False,False,0.0000
1.1343,1.0000,0.0000,0.0000,False,False,0.0000
1.1492,1.0000,0.0000,0.0000,False,False,0.0000
1.1641,1.0000,0.0000,0.0000,False,False,0.0000
1.1786,1.0000,0.0000,0.0000,False,False,0.0000
1.2004,1.0000,0.0000,0.0000,False,False,0.0000
1.2160,1.0000,0.0000,0.0000,False,False,0.0000
1.2300,1.0000,0.0000,0.0000,False,False,0.0000
1.2447,1.0000,0.0000,0.0000,False,False,0.0000
1.2671,1.0000,0.0000,0.0000,False,False,0.0000
1.2819,1.0000,0.0000,0.0000,False,False,0.0000
1.2962,1.0000,0.0000,0.0000,False,False,0.0000
1.3181,1.0000,0.0000,0.0000,False,False,0.0000
1.3327,1.0000,0.0000,0.0000,False,False,0.0000
1.3472,1.0000,0.0000,0.0000,False,False,0.0000
1.3618,1.0000,0.0000,0.0000,False,False,0.0000
1.3768,1.0000,0.0000,0.0000,False,False,0.0000
1.3990,1.0000,0.0000,0.0000,False,False,0.0000
1.4134,1.0000,0.0000,0.0000,False,False,0.0000
1.4284,1.0000,0.0000,0.0000,False,False,0.0000
1.4429,1.0000,0.0000,0.0000,False,False,0.0000
1.4658,1.0000,0.0000,0.0000,False,False,0.0000
1.4803,1.0000,0.0000,0.0000,False,False,0.0000
1.4955,1.0000,0.0000,0.0000,False,False,0.0000
1.5171,1.0000,0.0000,0.0000,False,False,0.0000
1.5319,1.0000,0.0000,0.0000,False,False,0.0000
