Time,Accel,Brake,Car_Speed,Car_Status,Bike_Status,Bike_Distance
0.0200,0.0000,0.0000,0.0000,False,False,0.0000
0.0400,0.0000,0.0000,0.0000,False,False,0.0000
0.3733,0.0000,0.0000,0.0000,False,False,0.0000
0.4503,1.0000,0.0000,0.0000,False,False,0.0000
0.4958,1.0000,0.0000,0.0000,False,False,0.0000
0.5116,0.0000,0.0000,0.0000,False,False,0.0000
0.5274,0.0000,0.0000,0.0000,False,False,0.0000
0.5418,0.0000,0.0000,0.0000,False,False,0.0000
0.5681,0.0000,0.0000,0.0000,False,False,0.0000
0.6095,0.0000,0.0000,0.0000,False,False,0.0000
0.6254,0.0000,0.0000,0.0000,False,False,0.0000
0.6404,0.0000,0.0000,0.0000,False,False,0.0000
0.6638,0.0000,0.0000,0.0000,False,False,0.0000
0.6785,0.0000,0.0000,0.0000,False,False,0.0000
0.6922,0.0000,0.0000,0.0000,False,False,0.0000
0.7067,0.0000,0.0000,0.0000,False,False,0.0000
0.7321,0.0000,0.0000,0.0000,False,False,0.0000
0.7466,1.0000,0.0000,0.0000,False,False,0.0000
0.7609,1.0000,0.0000,0.0000,False,False,0.0000
0.7754,1.0000,0.0000,0.0000,False,False,0.0000
0.7919,1.0000,0.0000,0.0000,False,False,0.0000
0.8066,1.0000,0.0000,0.0000,False,False,0.0000
0.8217,1.0000,0.0000,0.0000,False,False,0.0000
0.8476,1.0000,0.0000,0.0000,False,False,0.0000
0.8619,1.0000,0.0000,0.0000,False,False,0.0000
0.8761,1.0000,0.0000,0.0000,False,False,0.0000
0.8896,1.0000,0.0000,0.0000,False,False,0.0000
0.9123,1.0000,0.0000,0.0000,False,False,0.0000
0.9266,1.0000,0.0000,0.0000,False,False,0.0000
0.9412,1.0000,0.0000,0.0000,False,False,0.0000
0.9556,1.0000,0.0000,0.0000,False,False,0.0000
0.9770,1.0000,0.0000,0.0000,False,False,0.0000
0.9914,1.0000,0.0000,0.0000,False,False,0.0000
1.0060,1.0000,0.0000,0.0000,False,False,0.0000
1.0294,1.0000,0.0000,0.0000,False,False,0.0000
1.0439,1.0000,0.0000,0.0000,False,False,0.0000
1.0585,1.0000,0.0000,0.0000,False,False,0.0000
1.0802,1.0000,0.0000,0.0000,False,False,0.0000
1.0949,1.0000,0.0000,0.0000,False,False,0.0000
1.1086,1.0000,0.0000,0.0000,False,False,0.0000
1.1237,1.0000,0.0000,0.0000,False,False,0.0000
1.1463,1.0000,0.0000,0.0000,False,False,0.0000
1.1608,1.0000,0.0000,0.0000,False,False,0.0000
1.1754,1.0000,0.0000,0.0000,False,False,0.0000
1.1892,1.0000,0.0000,0.0000,False,False,0.0000
1.2116,1.0000,0.0000,0.0000,False,False,0.0000
1.2263,1.0000,0.0000,0.0000,False,False,0.0000
1.2412,1.0000,0.0000,0.0000,False,False,0.0000
1.2557,1.0000,0.0000,0.0000,False,False,0.0000
1.2777,1.0000,0.0000,0.0000,False,False,0.0000
1.2925,1.0000,0.0000,0.0000,False,False,0.0000
1.3068,1.0000,0.0000,0.0000,False,False,0.0000
1.3295,1.0000,0.0000,0.0000,False,False,0.0000
1.3439,1.0000,0.0000,0.0000,False,False,0.0000
1.3587,1.0000,0.0000,0.0000,False,False,0.0000
1.3724,1.0000,0.0000,0.0000,False,False,0.0000
1.3955,1.0000,0.0000,0.0000,False,False,0.0000
1.4099,1.0000,0.0000,0.0000,False,False,0.0000
1.4248,1.0000,0.0000,0.0000,False,False,0.0000
1.4393,1.0000,0.0000,0.0000,False,False,0.0000
1.4614,1.0000,0.0000,0.0000,False,False,0.0000
